1,124.2, 17.73, 10000.0,1.0,966.9564162261589
1,124.2, 17.73, 10000.0,1.35,851.105971198662
1,124.2, 17.73, 10000.0,1.7000000000000002,771.6326040104303
1,124.2, 17.73, 10000.0,2.0500000000000003,712.5845072937817
1,124.2, 17.73, 10000.0,2.4000000000000004,666.3854267397113
1,124.2, 17.73, 10000.0,2.7500000000000004,628.9043887840307
1,124.2, 17.73, 10000.0,3.1000000000000005,597.6676666159065
1,124.2, 17.73, 10000.0,3.4500000000000006,571.0894925778725
1,124.2, 17.73, 10000.0,3.8000000000000007,548.0991683390869
1,124.2, 17.73, 10000.0,4.15,527.9435748361481
1,124.2, 17.73, 10000.0,4.5,510.0751394057511
