10,251.21535,-24.92759,65,252.69871,-24.20837,12.62081178,,
44,250.41268,-22.42163,77,252.05386,-22.23613,12.62585586,,
7,254.44785,-19.57293,8,255.45867,-20.77737,12.65757635,,
6,257.82714,-16.43396,42,257.89817,-17.97184,12.70817599,,
25,268.89011,-25.12972,35,267.19123,-24.85962,12.90545593,,
58,252.71918,-23.73163,77,252.05386,-22.23613,13.34122675,,
62,256.28146,-14.00831,66,254.92521,-13.0501,13.45621349,,
37,252.9382,-13.83102,63,252.01441,-12.46274,13.51817456,,
11,256.42855,-21.99538,17,254.64528,-21.79712,13.75723379,,
3,253.50751,-16.68515,57,255.19928,-17.09729,13.78996568,,
45,256.43851,-26.95714,74,256.00179,-25.3317,13.8034033,,
16,251.66242,-21.55852,67,250.90997,-23.10038,13.9654096,,
13,257.20709,-29.12262,80,259.09523,-28.74351,13.99605299,,
21,260.70004,-24.10804,70,259.44528,-25.36575,14.01105334,,
28,265.92902,-15.80512,30,266.92941,-17.20686,14.02158686,,
31,253.0873,-10.13813,36,252.9,-11.82737,14.02772523,,
4,252.67923,-13.58316,61,253.95229,-12.41046,14.09203061,,
7,254.44785,-19.57293,41,253.51529,-18.09921,14.18106272,,
19,261.18945,-23.37112,20,263.06015,-23.44307,14.18482427,,
34,254.11826,-13.20151,39,253.31695,-14.74164,14.24296859,,
11,256.42855,-21.99538,15,255.08933,-23.20515,14.27989907,,
37,252.9382,-13.83102,61,253.95229,-12.41046,14.28284894,,
4,252.67923,-13.58316,36,252.9,-11.82737,14.60338423,,
58,252.71918,-23.73163,67,250.90997,-23.10038,14.66280802,,
36,252.9,-11.82737,38,251.07751,-11.97484,14.77221705,,
6,257.82714,-16.43396,33,259.16218,-15.15431,14.96872914,,
34,254.11826,-13.20151,36,252.9,-11.82737,15.0027185,,
10,251.21535,-24.92759,58,252.71918,-23.73163,15.01451231,,
32,256.00319,-15.44326,57,255.19928,-17.09729,15.06765653,,
10,251.21535,-24.92759,67,250.90997,-23.10038,15.25910596,,
41,253.51529,-18.09921,57,255.19928,-17.09729,15.6207081,,
61,253.95229,-12.41046,63,252.01441,-12.46274,15.62851989,,
11,256.42855,-21.99538,18,255.08585,-20.57207,15.64391371,,
35,267.19123,-24.85962,49,269.22751,-25.30096,15.65502459,,
38,251.07751,-11.97484,73,252.96521,-12.41276,15.65521377,,
2,255.42629,-16.15224,3,253.50751,-16.68515,15.81833486,,
24,265.08862,-24.61705,35,267.19123,-24.85962,15.89144068,,
15,255.08933,-23.20515,52,256.69898,-24.48302,16.09349049,,
3,253.50751,-16.68515,39,253.31695,-14.74164,16.11576637,,
65,252.69871,-24.20837,67,250.90997,-23.10038,16.3282013,,
43,250.7852,-22.84287,58,252.71918,-23.73163,16.39782927,,
9,251.77166,-21.9408,58,252.71918,-23.73163,16.44783498,,
1,258.46268,-17.34104,51,258.48201,-15.34771,16.45646351,,
72,257.00051,-27.978,80,259.09523,-28.74351,16.47688785,,
36,252.9,-11.82737,37,252.9382,-13.83102,16.54380433,,
21,260.70004,-24.10804,46,258.75462,-23.18741,16.55851231,,
6,257.82714,-16.43396,32,256.00319,-15.44326,16.62864159,,
66,254.92521,-13.0501,73,252.96521,-12.41276,16.63656716,,
1,258.46268,-17.34104,69,258.15882,-15.32823,16.79000618,,
55,259.77055,-26.10726,60,261.39773,-27.55729,16.93992208,,
35,267.19123,-24.85962,48,267.53704,-22.82813,16.97279959,,
65,252.69871,-24.20837,77,252.05386,-22.23613,17.00064355,,
32,256.00319,-15.44326,69,258.15882,-15.32823,17.18401914,,
37,252.9382,-13.83102,66,254.92521,-13.0501,17.20742203,,
30,266.92941,-17.20686,76,269.02486,-17.81576,17.24578091,,
10,251.21535,-24.92759,43,250.7852,-22.84287,17.51377228,,
21,260.70004,-24.10804,55,259.77055,-26.10726,17.90711408,,
19,261.18945,-23.37112,22,260.53645,-21.28045,17.96517078,,
34,254.11826,-13.20151,63,252.01441,-12.46274,17.99896156,,
12,256.83092,-24.79305,45,256.43851,-26.95714,18.10160395,,
20,263.06015,-23.44307,24,265.08862,-24.61705,18.10618207,,
55,259.77055,-26.10726,59,261.95097,-27.11481,18.11535124,,
23,262.88469,-27.64968,47,264.95485,-28.88822,18.19552021,,
43,250.7852,-22.84287,65,252.69871,-24.20837,18.35311663,,
7,254.44785,-19.57293,17,254.64528,-21.79712,18.42478615,,
15,255.08933,-23.20515,58,252.71918,-23.73163,18.46646967,,
4,252.67923,-13.58316,38,251.07751,-11.97484,18.5084848,,
19,261.18945,-23.37112,46,258.75462,-23.18741,18.52607179,,
62,256.28146,-14.00831,69,258.15882,-15.32823,18.53422534,,
12,256.83092,-24.79305,15,255.08933,-23.20515,18.55635076,,
4,252.67923,-13.58316,66,254.92521,-13.0501,18.57170335,,
34,254.11826,-13.20151,62,256.28146,-14.00831,18.59085443,,
21,260.70004,-24.10804,64,259.33229,-25.99402,18.62873415,,
20,263.06015,-23.44307,21,260.70004,-24.10804,18.65572513,,
46,258.75462,-23.18741,70,259.44528,-25.36575,18.71897167,,
13,257.20709,-29.12262,45,256.43851,-26.95714,18.73337143,,
31,253.0873,-10.13813,73,252.96521,-12.41276,18.80399074,,
46,258.75462,-23.18741,52,256.69898,-24.48302,18.85036596,,
15,255.08933,-23.20515,74,256.00179,-25.3317,18.85058375,,
1,258.46268,-17.34104,33,259.16218,-15.15431,18.88435139,,
35,267.19123,-24.85962,53,269.50033,-25.8036,18.90956192,,
2,255.42629,-16.15224,62,256.28146,-14.00831,18.9661609,,
39,253.31695,-14.74164,66,254.92521,-13.0501,19.00252451,,
2,255.42629,-16.15224,6,257.82714,-16.43396,19.16550674,,
36,252.9,-11.82737,66,254.92521,-13.0501,19.19460542,,
60,261.39773,-27.55729,80,259.09523,-28.74351,19.41021426,,
39,253.31695,-14.74164,73,252.96521,-12.41276,19.43191356,,
26,268.60578,-24.97108,48,267.53704,-22.82813,19.44281302,,
12,256.83092,-24.79305,46,258.75462,-23.18741,19.65166543,,
16,251.66242,-21.55852,58,252.71918,-23.73163,19.66351331,,
32,256.00319,-15.44326,51,258.48201,-15.34771,19.74500849,,
15,255.08933,-23.20515,65,252.69871,-24.20837,19.87715429,,
39,253.31695,-14.74164,61,253.95229,-12.41046,19.90863539,,
60,261.39773,-27.55729,64,259.33229,-25.99402,19.95627734,,
9,251.77166,-21.9408,65,252.69871,-24.20837,19.99979041,,
