43,250.7852,-22.84287,67,250.90997,-23.10038,2.327787012,"Highly eroded, although similarly eroded.  43 seems to be superimposed.",unlikely
25,268.89011,-25.12972,26,268.60578,-24.97108,2.497399616,"Extremely eroded, 26 superimposed on 25",unlikely
51,258.48201,-15.34771,69,258.15882,-15.32823,2.578055211,Extremely eroded ,unlikely
12,256.83092,-24.79305,52,256.69898,-24.48302,2.744240678,"Highly eroded, 52 superimposed on12",unlikely
25,268.89011,-25.12972,49,269.22751,-25.30096,2.889400151,"Extremely eroded, 25 superimposed on 49",unlikely
4,252.67923,-13.58316,37,252.9382,-13.83102,2.915622907,Highly eroded. Possible septum and opposing ejecta lobes,likely
9,251.77166,-21.9408,77,252.05386,-22.23613,3.256393607,Highly eroded. Possible septum and opposing ejecta lobes,likely
9,251.77166,-21.9408,16,251.66242,-21.55852,3.265144195,,
8,255.45867,-20.77737,18,255.08585,-20.57207,3.341314447,,
55,259.77055,-26.10726,64,259.33229,-25.99402,3.382206509,,
58,252.71918,-23.73163,65,252.69871,-24.20837,3.938710894,,
40,250.23586,-17.94914,54,250.01624,-17.51562,3.973741761,,
43,250.7852,-22.84287,44,250.41268,-22.42163,4.488876029,,
49,269.22751,-25.30096,53,269.50033,-25.8036,4.620294523,,
36,252.9,-11.82737,73,252.96521,-12.41276,4.861210468,,
64,259.33229,-25.99402,70,259.44528,-25.36575,5.254307979,,
26,268.60578,-24.97108,49,269.22751,-25.30096,5.385808542,,
59,261.95097,-27.11481,60,261.39773,-27.55729,5.459301517,,
47,264.95485,-28.88822,68,265.57007,-29.29322,5.556613944,,
33,259.16218,-15.15431,51,258.48201,-15.34771,5.647703099,,
55,259.77055,-26.10726,71,260.45112,-26.5307,6.13029614,,
16,251.66242,-21.55852,77,252.05386,-22.23613,6.3468273,,
55,259.77055,-26.10726,70,259.44528,-25.36575,6.582029562,,
34,254.11826,-13.20151,66,254.92521,-13.0501,6.606965537,,
34,254.11826,-13.20151,61,253.95229,-12.41046,6.665710347,,
44,250.41268,-22.42163,67,250.90997,-23.10038,6.762276709,,
1,258.46268,-17.34104,42,257.89817,-17.97184,6.843825283,,
19,261.18945,-23.37112,21,260.70004,-24.10804,7.119536778,,
25,268.89011,-25.12972,53,269.50033,-25.8036,7.185666612,,
50,259.9528,-11.12499,75,259.74663,-10.24931,7.420040085,,
2,255.42629,-16.15224,32,256.00319,-15.44326,7.433509037,,
12,256.83092,-24.79305,74,256.00179,-25.3317,7.630041675,,
63,252.01441,-12.46274,73,252.96521,-12.41276,7.676117026,,
61,253.95229,-12.41046,73,252.96521,-12.41276,7.958319154,,
2,255.42629,-16.15224,57,255.19928,-17.09729,8.005759413,,
37,252.9382,-13.83102,39,253.31695,-14.74164,8.105202249,,
33,259.16218,-15.15431,69,258.15882,-15.32823,8.119744504,,
23,262.88469,-27.64968,59,261.95097,-27.11481,8.145235623,,
38,251.07751,-11.97484,63,252.01441,-12.46274,8.565367181,,
52,256.69898,-24.48302,74,256.00179,-25.3317,8.737108133,,
36,252.9,-11.82737,63,252.01441,-12.46274,8.865405302,,
1,258.46268,-17.34104,6,257.82714,-16.43396,9.015458277,,
45,256.43851,-26.95714,72,257.00051,-27.978,9.379216504,,
64,259.33229,-25.99402,71,260.45112,-26.5307,9.393406844,,
61,253.95229,-12.41046,66,254.92521,-13.0501,9.447793064,,
6,257.82714,-16.43396,69,258.15882,-15.32823,9.500567452,,
13,257.20709,-29.12262,72,257.00051,-27.978,9.56730264,,
26,268.60578,-24.97108,53,269.50033,-25.8036,9.578392577,,
7,254.44785,-19.57293,18,255.08585,-20.57207,9.61804518,,
36,252.9,-11.82737,61,253.95229,-12.41046,9.762664773,,
4,252.67923,-13.58316,73,252.96521,-12.41276,9.932185941,,
6,257.82714,-16.43396,51,258.48201,-15.34771,10.36580622,,
8,255.45867,-20.77737,17,254.64528,-21.79712,10.48881966,,
9,251.77166,-21.9408,43,250.7852,-22.84287,10.59009357,,
26,268.60578,-24.97108,35,267.19123,-24.85962,10.63070439,,
17,254.64528,-21.79712,18,255.08585,-20.57207,10.66671474,,
4,252.67923,-13.58316,63,252.01441,-12.46274,10.68387313,,
34,254.11826,-13.20151,37,252.9382,-13.83102,10.80398449,,
4,252.67923,-13.58316,39,253.31695,-14.74164,10.8407081,,
43,250.7852,-22.84287,77,252.05386,-22.23613,10.89311316,,
23,262.88469,-27.64968,60,261.39773,-27.55729,10.90484946,,
60,261.39773,-27.55729,71,260.45112,-26.5307,10.96657648,,
9,251.77166,-21.9408,44,250.41268,-22.42163,11.12111965,,
67,250.90997,-23.10038,77,252.05386,-22.23613,11.26198122,,
34,254.11826,-13.20151,73,252.96521,-12.41276,11.33818256,,
9,251.77166,-21.9408,67,250.90997,-23.10038,11.61103055,,
3,253.50751,-16.68515,41,253.51529,-18.09921,11.67380222,,
37,252.9382,-13.83102,73,252.96521,-12.41276,11.71032757,,
14,252.0016,-28.99438,78,251.14358,-27.78722,11.75330246,,
16,251.66242,-21.55852,44,250.41268,-22.42163,11.92835515,,
4,252.67923,-13.58316,34,254.11826,-13.20151,11.97847346,,
32,256.00319,-15.44326,62,256.28146,-14.00831,12.05263399,,
59,261.95097,-27.11481,71,260.45112,-26.5307,12.05587617,,
15,255.08933,-23.20515,17,254.64528,-21.79712,12.10715867,,
70,259.44528,-25.36575,71,260.45112,-26.5307,12.17517247,,
8,255.45867,-20.77737,11,256.42855,-21.99538,12.51745259,,
16,251.66242,-21.55852,43,250.7852,-22.84287,12.5448549,,
